train_loss_0,val_loss_0,train_acc_0,val_acc_0,train_loss_1,val_loss_1,train_acc_1,val_acc_1,train_loss_2,val_loss_2,train_acc_2,val_acc_2,train_loss_3,val_loss_3,train_acc_3,val_acc_3,train_loss_4,val_loss_4,train_acc_4,val_acc_4,train_loss_5,val_loss_5,train_acc_5,val_acc_5,train_loss_6,val_loss_6,train_acc_6,val_acc_6,train_loss_7,val_loss_7,train_acc_7,val_acc_7,train_loss_8,val_loss_8,train_acc_8,val_acc_8,train_loss_9,val_loss_9,train_acc_9,val_acc_9
2.649484138488769,2.5183195877075195,0.0855555555555555,0.2626637712631198,2.6617688941955566,2.7355296421051025,0.1011111111111111,0.1667535287730727,2.6040365505218506,2.3636958408355717,0.10277777777777769,0.2366051393412957,2.703116159439087,2.7932948875427246,0.08833333333333329,0.1946217879116902,2.6346216011047363,2.7265500831604004,0.0927777777777777,0.2528917842924357,2.636973361968994,2.889552812576294,0.1005555555555555,0.10377850162866449,2.6421253490448,2.777663450241089,0.0933333333333333,0.20113644589214622,2.632792692184448,2.726187210083008,0.1005555555555555,0.2326239594643503,2.6868417072296142,2.689362506866455,0.0927777777777777,0.34264929424538537,2.671458225250244,2.8076140689849853,0.0816666666666666,0.2203184943901556
2.2171387481689453,2.078051071166992,0.29555555555555546,0.3853564965617083,2.0670423316955566,2.334843616485596,0.24333333333333332,0.3802895403546869,2.1381385135650635,2.0256185340881347,0.25277777777777777,0.31152370611653996,2.3345053005218506,2.1934273052215576,0.1955555555555555,0.33468693449149467,2.12536714553833,1.9804894733428955,0.23777777777777778,0.3231053203040173,2.3337161350250244,2.852722625732422,0.25111111111111106,0.2257473760405356,2.1497421073913574,2.3315326976776123,0.2372222222222222,0.3629171190734708,2.262479286193848,2.477765302658081,0.24611111111111109,0.17001085776330072,2.1472263145446777,2.0669033336639404,0.22722222222222221,0.27098805646036916,2.2314636516571045,2.501205425262451,0.2583333333333333,0.20077452044878752
1.857189040184021,1.6664761114120483,0.3138888888888889,0.1881071299312341,2.001064281463623,1.94077299118042,0.3544444444444444,0.25723488961273977,2.0120584774017334,1.9918393898010254,0.3016666666666666,0.1399710459645313,2.185078363418579,1.959742765426636,0.3222222222222222,0.34916395222584146,2.0557439136505127,2.06115816116333,0.2522222222222222,0.165305826999638,2.1607711124420166,2.658539514541626,0.3105555555555555,0.2981324647122692,1.9623836088180544,1.930507879257202,0.3644444444444444,0.3589359391965255,1.949514012336731,2.239690284729004,0.315,0.37413680781758957,1.9848396587371826,2.456361989974976,0.35222222222222216,0.22357582338038362,2.1424679565429687,2.478626232147217,0.2472222222222222,0.1866594281577995
1.9323723125457763,2.5048587131500244,0.3288888888888889,0.2047557003257329,2.018810968399048,2.0452780532836914,0.3272222222222222,0.3549547593195801,2.060521583557129,2.230382661819458,0.2772222222222222,0.2271950778139703,1.989556770324707,1.7649127054214477,0.3238888888888889,0.28401737242128117,2.127665023803711,2.514487009048462,0.25611111111111107,0.24492942453854502,1.990979175567627,2.472588758468628,0.3411111111111111,0.27677886355410786,1.9055599975585935,1.9561463403701784,0.3766666666666666,0.408519724936663,2.0305595207214355,1.772774200439453,0.2661111111111111,0.32455302207745196,1.999113540649414,2.442151527404785,0.3183333333333333,0.2945132102786825,2.076069812774658,2.469837169647217,0.28722222222222216,0.14178067318132462
1.8820047187805176,2.4822623538970947,0.3594444444444444,0.38716612377850157,1.9344256925582888,1.9860417652130127,0.43,0.4689612739775606,1.9623166131973269,2.0285103130340576,0.3105555555555555,0.3636409699601882,1.7382749128341677,1.8071645307540891,0.3527777777777777,0.1624104234527687,2.063891630172729,2.563024501800537,0.3561111111111111,0.1855736518277235,1.777334909439087,2.1159317302703857,0.41888888888888887,0.36219326818675346,1.6687832880020141,1.68748770236969,0.415,0.2510821570756424,1.9273975896835327,1.8056806135177608,0.33333333333333326,0.2626637712631198,1.8585088062286377,2.1753258514404297,0.415,0.40960550126673906,2.066466073989868,2.409083824157715,0.2911111111111111,0.3024755700325732
1.7360054063796997,2.1922931480407715,0.4561111111111111,0.47439015562794057,1.817603211402893,1.8366107749938965,0.4805555555555555,0.4222728917842924,1.8019720125198364,1.7842126893997192,0.3833333333333333,0.4179297864639884,1.9668007898330688,2.0649530696868896,0.2788888888888888,0.3795656894679696,1.987654190063477,2.5479190158843994,0.33333333333333326,0.2731596091205212,1.8939209985733032,1.6902431058883667,0.2605555555555555,0.4233586681143684,1.7576743173599243,1.858634452819824,0.33333333333333326,0.31152370611653996,1.8335890579223635,1.8294635820388796,0.32666666666666666,0.2727976836771625,1.7392300176620483,1.6628193664550779,0.4038888888888888,0.3835468693449149,1.928468565940857,2.0638234424591064,0.3422222222222222,0.406348172276511
1.5588925886154177,1.5100976037979126,0.4638888888888888,0.4660658704306912,1.6894236612319946,1.6801323699951172,0.4405555555555555,0.3241910966340933,1.674990158081055,1.628013710975647,0.4288888888888889,0.2695403546869345,1.908638339042664,1.8017114210128784,0.295,0.3980238870792617,1.8561919736862185,2.3844454097747803,0.40833333333333327,0.30392327180600787,1.654607753753662,1.5827355194091797,0.42777777777777776,0.3093521534563879,1.6820877599716189,1.7271961975097656,0.4183333333333333,0.46027506333695256,1.7106970357894895,1.731894235610962,0.3827777777777778,0.3386681143684401,1.7215169477462768,1.686794261932373,0.39666666666666667,0.3904234527687296,1.7563457298278808,1.7200963306427002,0.38444444444444437,0.43168295331161777
1.5538637447357178,1.5090802717208862,0.4672222222222222,0.38209916757148027,1.653875331878662,1.7292268085479736,0.43277777777777776,0.3397538906985161,1.751842360496521,1.800587992668152,0.33999999999999997,0.4255302207745204,1.870016794204712,1.7971974420547483,0.3638888888888889,0.38716612377850157,1.6940229940414429,1.96675549030304,0.37944444444444436,0.489229098805646,1.662476043701172,1.8547996091842647,0.4283333333333333,0.3755845095910242,1.5782472896575928,1.5237726974487305,0.4955555555555555,0.4906768005790807,1.680718641281128,1.6999510335922239,0.4044444444444444,0.3459066232356134,1.7179403114318847,1.748421649932861,0.44,0.38788997466521896,1.667575101852417,1.6290185260772705,0.42,0.34264929424538537
1.5987958717346191,1.7106809425354004,0.43111111111111106,0.3021136445892146,1.6688556480407717,1.692596774101257,0.39833333333333326,0.41575823380383636,1.6123418617248535,1.5913535165786743,0.4588888888888888,0.4403691639522258,1.7985402154922483,1.7675688076019287,0.3911111111111111,0.47511400651465796,1.5865244674682615,1.480473141670227,0.47055555555555556,0.4114151284835324,1.6534740734100342,1.9352366733551023,0.4883333333333333,0.4371118349619978,1.5415746974945068,1.4862642097473144,0.4933333333333333,0.37124140427072017,1.6620027828216553,1.7111307191848757,0.41166666666666657,0.4291494752081071,1.6494790124893188,1.6826925086975097,0.4711111111111111,0.4801809627216793,1.6930051851272583,1.7553416299819946,0.3722222222222222,0.38209916757148027
1.5729899215698242,1.7688103723526,0.43111111111111106,0.4678754976474846,1.5608062553405762,1.5876388359069824,0.4805555555555555,0.44471226927252977,1.5744275856018066,1.5564906406402588,0.4694444444444444,0.3184002895403546,1.6259728479385376,1.576743106842041,0.48611111111111105,0.3777560622511762,1.6633300590515137,1.556635718345642,0.3833333333333333,0.420463264567499,1.5266861724853515,1.7055929708480835,0.5194444444444444,0.45629388346000715,1.5285239028930664,1.6463068532943725,0.4722222222222222,0.4704089757509953,1.5556148099899292,1.6017187643051147,0.495,0.406348172276511,1.5601256895065307,1.5552856731414795,0.5222222222222223,0.4179297864639884,1.598687391281128,1.7588755893707275,0.475,0.3893376764386536
