Dataset,Accuracy,Precision,Recall,F1 Score
shanghai_2019_gcn,0.7136269677214183,0.678501577356521,0.7216463419001151,0.6932213317050148
shanghai_2018_gcn,0.7619872905834778,0.6527465900968046,0.7054581394843386,0.6677296259026884
suzhou_2018_gcn,0.6800579080709374,0.6491780831553466,0.6712309406990953,0.6468094869343552
