Dataset,Accuracy,Precision,Recall,F1 Score
shanghai_2018_mlp,0.7402272289620643,0.6406778583252438,0.6921168457182196,0.6577418162657185
shanghai_2019_mlp,0.6862776276037525,0.6445381476709904,0.7135141561255414,0.6681748714739778
suzhou_2018_mlp,0.66847629388346,0.6194793386948552,0.666535945031746,0.6342266564047905
