Dataset,Accuracy,Precision,Recall,F1 Score
shanghai_2018_our,0.7764298093587522,0.7103253231353241,0.7027964093270332,0.704043135367672
shanghai_2019_our,0.7322308793130864,0.7012845930611483,0.7144419650201259,0.7041612276182954
suzhou_2018_our,0.6905537459283387,0.6615766053221208,0.6784807789047429,0.6595579554634696
