Dataset,Accuracy,Precision,Recall,F1 Score
shanghai_2018_node2vec,0.21740804929713076,0.15588014733452094,0.15043675425334224,0.11888512511744725
shanghai_2019_node2vec,0.1976466846875497,0.19702127549660997,0.154515485192565,0.11522695643557365
suzhou_2018_node2vec,0.15490408975750997,0.14696820840311242,0.17023482791644862,0.13159011202086782
