Keyword1,Weight1
公园,2398.7795
音乐剧,265.2613
广场,252.4292
森林公园,237.0884
真的,233.0447
上海,220.7814
老师,218.3613
开心,214.8552
点评,206.3082
人民广场,199.7031
吃饭,184.8353
喜欢,161.831
打卡,159.1345
美好,134.243
努力,133.6948
春天,130.4068
逛公园,129.0625
上班,128.0178
运动,123.9916
鲁迅公园,123.7465
快乐,119.5593
回家,117.024
烧烤,108.3679
好看,102.9943
雕塑公园,102.9857
博物馆,99.8434
外滩,95.9273
店,95.1096
咖啡,94.1214
幸福,89.7414
越来越,86.3425
现场,85.228
生病,84.1972
健康,83.9637
爱情,83.4256
樱花,81.9067
美的,81.4602
再见,80.6366
学校,79.3224
生日快乐,78.36580000000001
衣服,77.5586
中山公园,76.1389
舞台,75.5112
学习,75.3519
秋天,74.7909
感觉,72.5652
下班,71.4953
男人,68.6939
星光,68.3118
加班,68.0903
旅行,67.6446
排队,66.5702
夏天,66.3831
工作,65.2657
可爱,65.1845
火锅,65.1356
简单,61.6489
拍照,61.5573
微风,59.9574
小姐姐,58.8413
票,57.3767
遗址,56.7257
外白渡桥,54.9308
郁金香,53.7878
春暖花开,53.7533
周末,53.1295
医院,52.4851
早安,51.5069
音乐节,51.2873
酒店,51.2243
手机,51.2041
音乐,50.3057
美丽,50.1161
减肥,49.616
春游,49.6054
作业,49.4623
出门,49.0195
晒太阳,48.9437
好吃,48.741
菜,48.144
演唱会,47.8322
今日,47.4363
完美,46.9108
微笑,46.5012
坚强,46.4091
昨天,46.2827
温暖,45.7267
温柔,45.5658
一日游,45.2978
真好,44.9384
野餐,44.4116
地铁,44.1697
下雨,44.0224
秋游,43.3491
宝贝,43.0161
嘻嘻,42.8175
纪念馆,42.7534
吃,42.5412
小朋友,42.2481
冬天,42.1642
